#Name	ID	RON	>=_1_O	>=_1_any_ring_size_3	>=_1_any_ring_size_5	>=_1_any_ring_size_6	>=_1_any_ring_size_7	>=_1_any_ring_size_8	>=_1_aromatic_ring	>=_1_hetero-aromatic_ring	>=_1_saturated_or_aromatic_carbon-only_ring_size_3	>=_1_saturated_or_aromatic_carbon-only_ring_size_5	>=_1_saturated_or_aromatic_carbon-only_ring_size_6	>=_1_saturated_or_aromatic_carbon-only_ring_size_7	>=_1_saturated_or_aromatic_carbon-only_ring_size_8	>=_1_saturated_or_aromatic_heteroatom-containing_ring_size_5	>=_16_H	>=_2_O	>=_4_C	>=_8_C	>=_8_H	Auto-Ignition	Boiling_Point	C(-C)(-C)(=C)	C(-C)(-C)(=O)	C(-C)(-H)(=C)	C(-C)(-H)(=O)	C(-C)(-O)(=O)	C(-C)(=C)	C(-C)(=O)	C(-H)(=C)	C(-H)(=O)	C(-O)(=O)	C(:C)(:C)	C(~C)(:C)	C(~C)(:C)(:C)	C(~C)(~C)	C(~C)(~C)(~C)	C(~C)(~C)(~C)(~C)	C(~C)(~C)(~C)(~H)	C(~C)(~C)(~C)(~O)	C(~C)(~C)(~H)(~O)	C(~C)(~C)(~O)	C(~C)(~H)(~O)	C(~C)(~O)	C(~H)(:C)	C(~H)(:C)(:C)	C(~H)(~H)(~H)	C(~H)(~O)	C(~O)(:C)	C(~O)(:C)(:C)	C(~O)(~O)	C-C(C)(C)-C-C	C-C(C)-C(C)-C	C-C(C)-C-C	C-C(C)-C-C-C	C-C-C(C)-C-C	C-C-C-C-C	C-C-C-C-C-C	C-C-C-C-C-C(C)-C	C-C-C-C-C-C-C	C-C-C-C-C-C-C-C	C-C-C-C:C	C-C-C-O-[#1]	C-C-C:C-C	C-C-C=C	C-C-C=C-C	C-C-O-C-C	C-C-O-C:C	C-C:C-C-C	C-C:C-C:C	C-C:C-O-C	C-C:C:C-C	C-C=C-C	C-C=C-C-C	C-C=C-C:C	C-C=C-C=C	C-O	C-O-C-C:C	C-O-C-C=C	C-O-C:C-C	C-O-C=C	C:C-C-C	C:C-C-C-C	C:C-C-C:C	C:C-C:C	C:C-C=C	C:C-C=C-C	C:C-O-C	C:C-O-C-C	C=C	C=C-C-C	C=C-C-C-C	C=C-C-O-C	C=C-C-O-[#1]	C=C-C:C	C=C-C=C	C=O	CC1C(C)CCC1	CC1C(C)CCCC1	CC1CC(C)CC1	CC1CC(C)CCC1	CC1CCC(C)CC1	Cc1c(C)cccc1	Cc1ccc(C)cc1	Complexity	Defined_Bond_Stereocenter_Count	Density	Exact_Mass	Flash_Point	Heavy_Atom_Count	Hydrogen_Bond_Acceptor_Count	Hydrogen_Bond_Donor_Count	LogP	Melting_Point	Molecular_Weight	Monoisotopic_Mass	O(:C)(:C)	O(~C)(~C)	O(~C)(~H)	O-C-C-C-C	O-C-C-C-C-C	O-C-C-C-C-C-C	O-C-C-C:C	O-C-C-C=C	O-C-C:C	O-C-C:C-C	O-C-C=C	O-C-C=C-C	O-C:C-C	O-C:C-C-C	O-C:C-[#1]	O-C:C:C-C	O-C=C-C	O-H	O=C-C-C	O=C-C-C-C	O=C-C-C-C-C	O=C-C-C:C	O=C-C:C	O=C-C:C-C	O=C-C=C	O=C-C=C-C	O=C-C=C-[#1]	Rotatable_Bond_Count	Topological_Polar_Surface_Area	Undefined_Atom_Stereocenter_Count	Undefined_Bond_Stereocenter_Count	Vapor_Density	Vapor_Pressure	XLogP3	XLogP3-AA	[#1]-C-C=C-[#1]	[#1]-C-O-[#1]	[#1]-C=C-[#1]
"2,2,3-Trimethylbutane"	10044	112.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	401.8378	79.0924	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.5	0	0.8331	100.1252	-7.0948	7	0	0	1.4877	-88.3606	100.2019	100.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3.0618	254.0419	1.4624	3.3	0	0	0
2-Methyl-2-Butene	10553	97.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	550.5953	37.5	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0.66	70.0782	20	5	0	0	1.6718	-133.61	70.1329	70.0782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	468	1.437	2.3	1	0	0
2-methylfuran	10797	103	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	506.5756	145	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	43.2	0	0.9132	82.0419	-30	6	1	0	1.2809	-88.7222	82.1005	82.0419	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	13.1	0	0	2.8	59	1.8	3.5844	1	0	1
"2,2,4-trimethylpentane"	10907	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	784	99.238	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.9	0	0.6919	114.1409	4.5	8	0	0	1.2193	-107.45	114.2285	114.1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3.93	40.6	1.0371	3.8	0	0	0
"2-Methyl_propanoic_acid,_methyl_ester"	11039	102.7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	270.198	87.323	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	66.5	0	0.8288	102.0681	5.1347	7	2	0	2.2209	-103.3444	102.1317	102.0681	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	26.3	0	0	1.4692	473.4671	2.1819	1.2	0	0	0
"3,3-Dimethyl-1-Butene"	11210	111.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	285.7084	74.9016	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	45.5	0	0.7979	84.0939	6.5987	6	0	0	2.2321	-100.0122	84.1595	84.0939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1.6755	650.9728	2.1855	2.7	0	0	1
"2,3,3-Trimethylpentane"	11215	106.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	529.2038	97.5697	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.4	0	0.7368	114.1409	5.8689	8	0	0	2.031	-70.1865	114.2285	114.1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2.6666	335.9199	1.6726	3.8	0	0	0
"2,3,3-Trimethyl-1-Pentene"	11216	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	229.2317	89.9424	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	88.2	0	0.8451	112.1252	2.6689	8	0	0	2.0238	-109.4831	112.2126	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1.5312	412.2986	1.9867	3.9	1	0	0
"3,3-Dimethylhexane"	11233	75.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	403.2501	79.0077	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.1	0	0.8368	114.1409	-6.9073	8	0	0	1.4465	-88.1162	114.2285	114.1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3.0612	245.1022	1.4199	4.1	0	0	0
3-Methyl-1-Butene	11239	97.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	689	20.1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0.6213	70.0782	20	5	0	0	2.2194	-168.5	70.1329	70.0782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2.5059	903	2.4092	2.2	1	0	1
2-Methyl-1-Butene	11240	98.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	422.1294	31.2	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3	0	0.6504	70.0782	-20	5	0	0	2.9503	-137.5	70.1329	70.0782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3.5387	610	2.79	2.5	1	0	0
"2,3-Dimethyl-1-Butene"	11249	101.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	361.3163	63.2661	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	51.1	0	0.761	84.0939	-12.9451	6	0	0	2.6742	-127.0337	84.1595	84.0939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2.1468	706.7137	2.8	3.4728	1	0	0
"2,3-Dimethyl-2-Butene"	11250	97.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	333.1199	73.6531	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.1	0	0.8144	84.0939	-9.8525	6	0	0	2.5972	-110.2783	84.1595	84.0939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7632	605.5503	2.2711	2.9	0	0	0
3-Methyl-2-butanone	11251	99.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	-16.7778	94.33	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	55	0	0.8501	86.0732	11.1111	6	1	0	0.84	-93.1	86.1323	86.0732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	17.1	0	0	1	52.5	0.8	4.0157	0	0	0
"2,2,3-Trimethylpentane"	11255	109.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	370.1879	74.7684	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.9	0	0.7717	114.1409	-7.2515	8	0	0	2.4615	-110.9688	114.2285	114.1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2.3741	469.7338	2.4061	3.8	0	0	0
"2,3-Dimethylpentane"	11260	91.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	208.2264	95.465	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.3	0	0.8749	100.1252	5.7562	7	0	0	1.9205	-103.4831	100.2019	100.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1.2871	387.2517	1.8839	3.4	0	0	0
"2,3,4-Trimethylpentane"	11269	102.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	416.6711	108.7293	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.1	0	0.7971	114.1409	14.9212	8	0	0	2.74	-83.4082	114.2285	114.1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2.9196	54.0753	2.4984	3.7	0	0	0
"2,3,4-Trimethyl-2-Pentene"	11270	96.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	415.4967	110.1656	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	92.6	0	0.7933	112.1252	23.0616	8	0	0	2.8197	-83.1506	112.2126	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2.9291	52.3631	2.333	3.7	0	0	0
"2,4-dimethyl-3-pentanone"	11271	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	335.5529	73.4038	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	72.4	0	0.7919	114.1045	-9.4011	8	1	0	2.692	-108.2931	114.1855	114.1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	17.1	0	0	1.9146	631.3129	1.9	3.34	0	0	0
"1,2-Dimethylcyclohexane"	11416	80.9	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	519.1317	108.8615	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	56.4	0	0.732	112.1252	12.6086	8	0	0	1.5503	-57.5276	112.2126	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2.6671	243.0923	1.2376	3.8	0	0	0
"2,3-Dimethylhexane"	11447	71.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	575.2149	91.4308	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0.7448	114.1409	2.0104	8	0	0	1.3544	-97.0864	114.2285	114.1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	3.0475	252.8729	1.4823	4	0	0	0
3-Methylhexane	11507	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	500.2275	45.1923	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0.7207	100.1252	7.8732	7	0	0	1.6148	-98.1985	100.2019	100.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1.5753	1276.4286	2.1085	3.7	0	0	0
"2,4-Dimethylhexane"	11511	65.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	269.9048	103.1928	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0.9253	114.1409	9.4668	8	0	0	0.8192	-92.8007	114.2285	114.1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1.2213	358.9144	0.8284	4	0	0	0
4-Methylheptane	11512	26.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	463.2028	116.3329	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.3	0	0.8252	114.1409	18.787	8	0	0	2.5225	-91.6165	114.2285	114.1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2.9722	50.6307	2.3493	4.3	0	0	0
3-Methylheptane	11519	26.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	167.1082	103.3187	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.3	0	0.9005	114.1409	11.5462	8	0	0	0.9814	-86.9944	114.2285	114.1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	1.1224	250.1002	0.9708	4.3	0	0	0
"1,4-Dimethylcyclohexane"	11523	67.7	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	515.6204	125.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	48.4	0	0.7275	112.1252	13.8094	8	0	0	1.3615	-87	112.2126	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.597	1	1.077	3.8	0	0	0
"2,2-Dimethylpentane"	11542	92.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	513.2726	126.7499	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.5	0	0.747	100.1252	4.3608	7	0	0	1.1257	-65.9624	100.2019	100.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2.9118	96.1067	1.069	3.6	0	0	0
"1,1-Dimethylcyclohexane"	11549	87.3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	409.1637	67.9521	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.1	0	0.6887	112.1252	-23.3149	8	0	0	3.417	-97.5783	112.2126	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9937	1994.853	3.2113	3.9	0	0	0
"2,2-Dimethylhexane"	11551	72.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	334.3874	96.4379	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.5	0	0.936	114.1409	-0.3804	8	0	0	1.086	-95.5344	114.2285	114.1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1.3477	446.6195	1.6926	4.1	0	0	0
"1,3-Dimethylcyclohexane"	11564	69.3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	496.0671	65.9888	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	58.4	0	0.7042	112.1252	-2.8988	8	0	0	1.2021	-122.8924	112.2126	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2.0751	819.6981	1.1422	3.8	0	0	0
2-Methylhexane	11582	42.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	220	90	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	1	100.1252	-18	7	0	0	1.7647	-118	100.2019	100.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	439.3109	1.704	3.7	0	0	0
"2,5-Dimethylhexane"	11592	55.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	275.4056	91.2654	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0.8496	114.1409	1.7721	8	0	0	2.2849	-109.8935	114.2285	114.1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1.5833	511.4725	2.3499	4	0	0	0
2-Methylheptane	11594	21.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	208.2264	116	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.3	0	1	114.1409	4.4	8	0	0	1.9205	-109	114.2285	114.1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	377.0671	1.8839	4.3	0	0	0
