#Name	ID	RON	>=_1_O	>=_1_any_ring_size_3	>=_1_any_ring_size_5	>=_1_any_ring_size_6	>=_1_any_ring_size_7	>=_1_any_ring_size_8	>=_1_aromatic_ring	>=_1_hetero-aromatic_ring	>=_1_saturated_or_aromatic_carbon-only_ring_size_3	>=_1_saturated_or_aromatic_carbon-only_ring_size_5	>=_1_saturated_or_aromatic_carbon-only_ring_size_6	>=_1_saturated_or_aromatic_carbon-only_ring_size_7	>=_1_saturated_or_aromatic_carbon-only_ring_size_8	>=_1_saturated_or_aromatic_heteroatom-containing_ring_size_5	>=_16_H	>=_2_O	>=_4_C	>=_8_C	>=_8_H	Auto-Ignition	Boiling_Point	C(-C)(-C)(=C)	C(-C)(-C)(=O)	C(-C)(-H)(=C)	C(-C)(-H)(=O)	C(-C)(-O)(=O)	C(-C)(=C)	C(-C)(=O)	C(-H)(=C)	C(-H)(=O)	C(-O)(=O)	C(:C)(:C)	C(~C)(:C)	C(~C)(:C)(:C)	C(~C)(~C)	C(~C)(~C)(~C)	C(~C)(~C)(~C)(~C)	C(~C)(~C)(~C)(~H)	C(~C)(~C)(~C)(~O)	C(~C)(~C)(~H)(~O)	C(~C)(~C)(~O)	C(~C)(~H)(~O)	C(~C)(~O)	C(~H)(:C)	C(~H)(:C)(:C)	C(~H)(~H)(~H)	C(~H)(~O)	C(~O)(:C)	C(~O)(:C)(:C)	C(~O)(~O)	C-C(C)(C)-C-C	C-C(C)-C(C)-C	C-C(C)-C-C	C-C(C)-C-C-C	C-C-C(C)-C-C	C-C-C-C-C	C-C-C-C-C-C	C-C-C-C-C-C(C)-C	C-C-C-C-C-C-C	C-C-C-C-C-C-C-C	C-C-C-C:C	C-C-C-O-[#1]	C-C-C:C-C	C-C-C=C	C-C-C=C-C	C-C-O-C-C	C-C-O-C:C	C-C:C-C-C	C-C:C-C:C	C-C:C-O-C	C-C:C:C-C	C-C=C-C	C-C=C-C-C	C-C=C-C:C	C-C=C-C=C	C-O	C-O-C-C:C	C-O-C-C=C	C-O-C:C-C	C-O-C=C	C:C-C-C	C:C-C-C-C	C:C-C-C:C	C:C-C:C	C:C-C=C	C:C-C=C-C	C:C-O-C	C:C-O-C-C	C=C	C=C-C-C	C=C-C-C-C	C=C-C-O-C	C=C-C-O-[#1]	C=C-C:C	C=C-C=C	C=O	CC1C(C)CCC1	CC1C(C)CCCC1	CC1CC(C)CC1	CC1CC(C)CCC1	CC1CCC(C)CC1	Cc1c(C)cccc1	Cc1ccc(C)cc1	Complexity	Defined_Bond_Stereocenter_Count	Density	Exact_Mass	Flash_Point	Heavy_Atom_Count	Hydrogen_Bond_Acceptor_Count	Hydrogen_Bond_Donor_Count	LogP	Melting_Point	Molecular_Weight	Monoisotopic_Mass	O(:C)(:C)	O(~C)(~C)	O(~C)(~H)	O-C-C-C-C	O-C-C-C-C-C	O-C-C-C-C-C-C	O-C-C-C:C	O-C-C-C=C	O-C-C:C	O-C-C:C-C	O-C-C=C	O-C-C=C-C	O-C:C-C	O-C:C-C-C	O-C:C-[#1]	O-C:C:C-C	O-C=C-C	O-H	O=C-C-C	O=C-C-C-C	O=C-C-C-C-C	O=C-C-C:C	O=C-C:C	O=C-C:C-C	O=C-C=C	O=C-C=C-C	O=C-C=C-[#1]	Rotatable_Bond_Count	Topological_Polar_Surface_Area	Undefined_Atom_Stereocenter_Count	Undefined_Bond_Stereocenter_Count	Vapor_Density	Vapor_Pressure	XLogP3	XLogP3-AA	[#1]-C-C=C-[#1]	[#1]-C-O-[#1]	[#1]-C=C-[#1]
Butyl_acetate	31272	100.8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	797	126.1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	68.9	0	0.8825	116.0837	22.2222	8	2	0	1.78	-78	116.1583	116.0837	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	26.3	0	0	4	11.5	1.8	3.5344	0	0	0
3-Methylbutyl_acetate	31276	100.6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	360	142	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	86.9	0	0.876	130.0994	92	9	2	0	2.25	-78.5	130.1849	130.0994	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	26.3	0	0	1	5.6	2	3.3417	0	0	0
"3,4-Dimethyl-2-Pentene"	32737	96.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	362.339	81.7444	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	68.1	0	0.7475	98.1095	1.1331	7	0	0	2.7851	-102.4033	98.1861	98.1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2.6884	608.5018	2.6568	3.1	1	0	0
3-Octene	32935	72.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	406.6041	93.9039	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	53.1	0	0.7627	112.1252	9.0019	8	0	0	2.6958	-102.8728	112.2126	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	3.2851	591.3719	2.7259	3.6	1	0	1
"1,1,2-Trimethylcyclohexane"	35363	95.7	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	403.2437	104.1333	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	92.2	0	0.7598	126.1409	3.4438	9	0	0	0.8894	-111.3242	126.2392	126.1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2.2703	178.9632	0.9597	4.1	0	0	0
"1,3,5-Trimethylcyclohexane"	35364	63.8	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	434.1741	83.3078	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	55	0	1.3252	126.1409	5.6986	9	0	0	2.1986	-101.4429	126.2392	126.1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5298	1520.4829	2.8608	4	0	0	0
"1,2,3-Trimethylcyclopentane"	35368	89.2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	560.4586	88.5125	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	66.1	0	0.8706	112.1252	-1.0344	8	0	0	1.6239	-91.2026	112.2126	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2.9267	4706.9205	2.2058	3.5	0	0	0
1-Methyl-1-ethylcyclohexane	35411	68.7	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	337.1637	72.8156	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0.684	126.1409	2.1751	9	0	0	3.4584	-112.1472	126.2392	126.1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2.466	1453.9447	2.6775	4.4	0	0	0
2-Methyl-3-Hexene	39145	97.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	420.4512	95.7885	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	51.1	0	0.7555	98.1095	-2.1735	7	0	0	0.9985	-111.5904	98.1861	98.1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2.3218	211.2697	0.9204	2.9	1	0	1
3-Ethylheptane	51806	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	573.238	95.0423	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0.7742	128.1565	11.5285	9	0	0	1.0553	-109.7768	128.2551	128.1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2.4564	382.8919	1.083	4.8	0	0	0
"2,2-Dimethyl-3-Hexene"	69649	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	503.3393	62.8782	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	72.5	0	0.7009	112.1252	-2.5754	8	0	0	1.2043	-123.209	112.2126	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2.0489	868.7406	0.6866	3.4	1	0	1
2-Methyl-3-Heptene	69655	94.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	517.6163	90.1526	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	60.4	0	0.7651	112.1252	-1.1493	8	0	0	0.6389	-113.1192	112.2126	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1.9509	151.197	1.2487	3.4	1	0	1
5-Methyl-1-Hexene	77058	75.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	434.1741	83.3078	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	44	0	1.3252	98.1095	5.6986	7	0	0	2.1986	-101.4429	98.1861	98.1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2.5298	1520.4829	2.705	3.2	1	0	1
Isobutylcyclopentane	77414	33.4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	466.7314	12.5555	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.1	0	9.2974	126.1409	-27.3475	9	0	0	1.8286	-131.199	126.2392	126.1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2.3009	17695.4418	2.8806	4.3	0	0	0
2-Ethyl-3-Methyl-1-Butene	81818	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	355.543	93.1259	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	60.4	0	0.6898	98.1095	10.0887	7	0	0	3.1887	-127.2469	98.1861	98.1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2.8415	300.1253	3.3	2.9365	1	0	0
"2,3-Dimethyl-1-Hexene"	86061	96.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	454.6904	97.2139	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	72.1	0	0.7114	112.1252	9.547	8	0	0	3.2022	-110.3341	112.2126	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2.9805	449.7943	3.6139	3.9	1	0	0
"1,2,4-Trimethylcyclohexane"	91517	72.9	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	481.9745	51.2521	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	86	0	0.6777	126.1409	0.0772	9	0	0	2.7427	-115.3937	126.2392	126.1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2.1877	1097.6755	2.7066	4	0	0	0
1-Methyl-2-propylcyclohexane	107252	29.9	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	403.2501	79.0077	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	86	0	0.8368	140.1565	-6.9073	10	0	0	1.4465	-88.1162	140.2658	140.1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	3.0612	245.1022	1.4199	4.8	0	0	0
1-Methyl-2-ethylcyclopentane	136729	57.6	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	433.7556	122.1858	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	66.4	0	0.7911	112.1252	19.0425	8	0	0	2.9869	-85.4457	112.2126	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3.1075	41.0298	2.7909	3.8	0	0	0
"4,4-Diethyl-1-Heptene"	137136	79.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	450.0471	101.9692	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	70.1	0	0.7611	112.1252	24.0021	8	0	0	2.9527	-101.0544	112.2126	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3.3792	1140.8709	2.977	3.6	1	0	1
3-Methyl-3-Hexene	138074	96.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	406.5884	47.1599	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	60.4	0	0.6776	98.1095	-22.9313	7	0	0	3.0125	-119.7973	98.1861	98.1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2.7584	1695.5399	2.3277	3.2	1	0	0
Ethylcycloheptane	139398	28	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1	492.432	109.6683	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.4	0	0.7847	126.1409	20.7492	9	0	0	2.3724	-86.9912	126.2392	126.1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2.7197	34.1457	2.1742	4.6	0	0	0
3-Ethyl-2-Methyl-1-Pentene	140591	99.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	345.9574	46.6172	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	68.1	0	0.6473	112.1252	-39.5097	8	0	0	3.4849	-119.9985	112.2126	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2.8378	1650.3234	3.1425	3.9	1	0	0
3-Ethyl-2-Methyl-2-Pentene	140592	95.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	380.5424	78.3963	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	78.2	0	0.7183	112.1252	-3.9655	8	0	0	2.7457	-97.2453	112.2126	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2.3755	1270.2736	2.5326	3.8	0	0	0
"3,3,4-Trimethylheptane"	140668	86.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	464.9105	97.6056	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0.7612	142.1722	3.6903	10	0	0	1.0835	-111.792	142.2817	142.1722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	2.2273	174.4269	1.0961	4.9	0	0	0
6-Methyl-3-Heptene	175694	91.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	377.2568	122.8598	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	60.4	0	0.7985	112.1252	41.0145	8	0	0	3.2506	-102.1685	112.2126	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	2.93	277.2164	2.7359	3.3	1	0	1
"1,1,2,4-Tetramethylcyclopentane"	522010	96.2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	462.361	104.0265	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	103	0	0.7654	126.1409	33.6971	9	0	0	2.8881	-107.0312	126.2392	126.1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3.3792	1120.5529	3.1134	3.9	0	0	0
"4,4-Dimethyl-2-Pentene"	5326158	105.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	445.9988	88.5055	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	62.6	1	0.7201	98.1095	18.7786	7	0	0	3.4918	-117.3419	98.1861	98.1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3.3434	1393.0342	3.2395	3	1	0	1
6-Methyl-2-Heptene	5364870	71.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	470.6226	29.1727	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	60.4	1	12.7188	112.1252	18.4656	8	0	0	2.0406	-128.6501	112.2126	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2.4189	12614.659	2.7036	3.4	1	0	1
